ID,Output
385,good_staff,"excellent_service, no_evident_not_excellent_service"
386,good_staff,"friendly_owners, welcoming_owners, accommodating_owners, friendly_richard, accommodating_richard, owners_have_converters, owners_have_luggage_scale, no_evident_not_friendly_owners, no_evident_not_welcoming_owners, no_evident_not_accommodating_owners, no_evident_not_friendly_richard, no_evident_not_accommodating_richard, no_evident_not_owners_have_converters, no_evident_not_owners_have_luggage_scale"
388,good_staff,"friendly_employees, effective_employees, effective_owners, friendly_owners, no_evident_not_friendly_employees, no_evident_not_effective_employees, no_evident_not_effective_owners, no_evident_not_friendly_owners"
389,good_staff,"professional_staff, friendly_staff, no_evident_not_professional_staff, no_evident_not_friendly_staff"
390,good_staff,"good_service, no_evident_not_good_service"
392,good_staff,"friendly_staff, no_evident_not_friendly_staff"
393,good_staff,"good_customer_service, no_evident_not_good_customer_service"
394,good_staff,"quick_check_in, easy_check_in, polite_managers, friendly_managers, no_evident_quick_check_in, no_evident_easy_check_in, no_evident_polite_managers, no_evident_friendly_managers"
396,good_staff,"fantastic_staff, no_evident_not_fantastic_staff"
399,good_staff,"amazing_staff, owners_at_reception, owners_cared_for_girl, no_evident_amazing_staff, no_evident_owners_at_reception, no_evident_owners_cared_for_girl"
400,good_staff,"friendly_staff,kind_staff,recommended_places_of_interest, recommended_routes, no_evident_not_friendly_staff, no_evident_not_kind_staff, no_evident_not_recommended_places_of_interest, no_evident_not_recommended_routes"
401,good_staff,"friendly_staff, no_evident_not_friendly_staff"
402,good_staff,"superb_staff, no_evident_not_superb_staff"
403,good_staff,"good_team, good_hospitality, smiling_people, willing_people, no_evident_not_good_team, no_evident_not_good_hospitality, no_evident_not_smiling_people, no_evident_not_willing_people"
405,good_staff,"kind_owners, ready_to_help_owners, invite_you_to_sit_with_them_owners, invite_you_to_relax_with_a_drink_at_night_owners, no_evident_not_kind_owners, no_evident_not_ready_to_help_owners, no_evident_not_invite_you_to_sit_with_them_owners, no_evident_not_invite_you_to_relax_with_a_drink_at_night_owners"
408,good_staff,"wonderful_place, wonderful_people, no_evident_not_wonderful_place, no_evident_not_wonderful_people"
409,good_staff,"pleased_to_stay_here, grateful_staff, helpful_staff, kind_staff, professional_staff, no_evident_not_pleased_to_stay_here, no_evident_not_grateful_staff, no_evident_not_helpful_staff, no_evident_not_kind_staff, no_evident_not_professional_staff"
410,good_staff,"great_staff, friendly_staff, warm_staff, helpful_staff, willing_to_do_more_staff, make_guest_have_a_better_stay_staff, no_evident_not_great_staff, no_evident_not_friendly_staff, no_evident_not_warm_staff, no_evident_not_helpful_staff, no_evident_not_willing_to_do_more_staff, no_evident_not_make_guest_have_a_better_stay_staff"
414,good_staff,"great_staff, no_evident_not_great_staff"
415,good_staff,"welcoming_staff, not_welcoming_staff"
416,good_staff,"great_staff, great_hosts, no_evident_not_great_staff, no_evident_not_great_hosts"
417,good_staff,"friendly_staff, no_evident_not_friendly_staff"
419,good_staff,"friendly_staff, helpful_staff, no_evident_not_friendly_staff, no_evident_not_helpful_staff"
421,good_staff,"welcome_staff, helpful_staff, staff_was_helpful, no_evident_not_welcome_staff, no_evident_not_helpful_staff, no_evident_not_staff_was_helpful"
422,good_staff,"good_service_from_family_owners, felt_welcome, no_evident_not_good_service_from_family_owners, no_evident_not_felt_welcome"
423,good_staff,"amazing_staff, welcoming_staff, no_evident_not_amazing_staff, no_evident_not_welcoming_staff"
424,good_staff,"friendly_staff, no_evident_not_friendly_staff"
427,good_staff,"helpful_staff, no_evident_not_helpful_staff"
433,good_staff,"polite_staff, friendly_staff, no_evident_not_polite_staff, no_evident_not_friendly_staff"
433,bad_staff,"got_late_checkout, have_evident_got_early_checkout, got_late_checkout, have_evident_got_no_checkout_extension"
436,good_staff,"great_hosts, kind_hosts, hospitable_hosts, offers_adapter, no_evident_not_great_hosts, no_evident_not_kind_hosts, no_evident_not_hospitable_hosts, no_evident_not_offers_adapter"
438,good_staff,"friendly_people, no_evident_not_friendly_people"
440,good_staff,"friendly_staff, no_evident_not_friendly_staff"
443,good_staff,"friendly_staff, no_evident_not_friendly_staff"
444,bad_staff,"waited_15min, have_evident_waited_15min
change_bandage, have_evident_change_bandage
Lady_of_house_cleaning, have_evident_Lady_of_house_cleaning
left_without_change, have_evident_left_without_change"
447,good_staff,"lovely_staff, no_evident_not_lovely_staff"
448,good_staff,"excellent_staff, no_evident_not_excellent_staff"
449,bad_staff,"host_not_inform_double_Booking, have_evident_host_inform_double_Booking"
450,good_staff,"friendly_staff, helpful_staff, no_evident_not_friendly_staff, no_evident_not_helpful_staff"
452,good_staff,"friendly_staff, welcoming_staff, no_evident_not_friendly_staff, no_evident_not_welcoming_staff"
453,bad_staff,"beds_not_double_bed, have_evident_beds_are_single_beds_next_to_each_other"
455,bad_staff,"asked_to_see_room_before_paying_offended, have_evident_asked_to_see_room_before_paying_offended"
456,good_staff,"fabulous_job_mrs_tony, spotless_place, makes_guests_comfortable, amazing_help, thanks_to_hotel_staff, works_hard, good_condition_place, no_evident_fabulous_job_mrs_tony, no_evident_spotless_place, no_evident_makes_guests_comfortable, no_evident_amazing_help, no_evident_thanks_to_hotel_staff, no_evident_works_hard, no_evident_good_condition_place"
456,bad_staff,"hotel_charge_twice_for_cancellation_and_rebooking, have_evident_hotel_charge_twice_for_cancellation_and_rebooking"
460,good_staff,"polite_staff, no_evident_not_polite_staff"
461,good_staff,"kind_staff, responsive_staff, no_evident_not_kind_staff, no_evident_not_responsive_staff"
461,bad_staff,"cleaning_crew_threw_out_gift_cookies, have_evident_cleaning_crew_threw_out_gift_cookies
owners_offered_to_spray_cookies, have_evident_owners_offered_to_spray_cookies
should_refund_for_lost_cookies, have_evident_should_refund_for_lost_cookies
throwing_out_gift_cookies_near_guests_belongings, have_evident_throwing_out_gift_cookies_near_guests_belongings
acceptable_to_take_edible_gift_from_trash_room, have_evident_acceptable_to_take_edible_gift_from_trash_room"
467,good_staff,"happy_welcome, smiling_welcome, greeted_once_arrive_property, no_evident_not_happy_welcome, no_evident_not_smiling_welcome, no_evident_not_greeted_once_arrive_property"
468,good_staff,"nice_staff, no_evident_not_nice_staff"
469,good_staff,"helpful_staff, knowledgeable_staff, no_evident_not_helpful_staff, no_evident_not_knowledgeable_staff"
470,good_staff,"nice_owners, friendly_owners, no_evident_not_nice_owners, no_evident_not_friendly_owners"
471,good_staff,"helpful_staff, no_evident_not_helpful_staff"
473,good_staff,"friendly_staff, good_service, no_evident_not_friendly_staff, no_evident_not_good_service"
476,good_staff,"kind_staff, no_evident_not_kind_staff"
477,good_staff,"kind_staff, no_evident_not_kind_staff"
478,good_staff,"kind_staff, no_evident_not_kind_staff"
479,good_staff,"friendly_host, not_friendly_host"
480,good_staff,"french_speaking_staff, competent_staff, no_evident_not_french_speaking_staff, no_evident_not_competent_staff"
481,good_staff,"kind_staff, welcoming_staff, no_evident_not_kind_staff, no_evident_not_welcoming_staff"
482,good_staff,"helpful_reception, no_evident_not_helpful_reception"
483,good_staff,"friendly_staff, helpful_staff, ready_to_answer_questions_staff, no_evident_not_friendly_staff, no_evident_not_helpful_staff, no_evident_not_ready_to_answer_questions_staff"
484,good_staff,"kind_staff, helpful_staff, no_evident_not_kind_staff, no_evident_not_helpful_staff"
485,good_staff,"wonderful_hotel, good_staff, as_in_photo, not_wonderful_hotel, not_good_staff, not_as_in_photo"
489,good_staff,"friendly_staff, good_advice, no_evident_not_friendly_staff, no_evident_not_good_advice"
491,good_staff,"listening_staff, no_evident_not_listening_staff"
493,good_staff,"sweet_hosts, no_evident_not_sweet_hosts"
494,good_staff,"kind_staff, no_evident_not_kind_staff"
496,good_staff,"friendly_service, no_evident_not_friendly_service"
497,good_staff,"welcoming_staff, helpful_staff, staff_welcomed_by_customer, customer_thanked_Tony, Tony_smiled, no_evident_not_welcoming_staff, no_evident_not_helpful_staff, no_evident_not_staff_welcomed_by_customer, no_evident_not_customer_thanked_Tony, no_evident_not_Tony_smiled"
498,good_staff,"great_welcome, pleasant_contact, helpful, no_evident_not_great_welcome, no_evident_not_pleasant_contact, no_evident_not_helpful"
499,good_staff,"helpful_staff, no_evident_not_helpful_staff"
502,good_staff,"great_service, no_evident_not_great_service"
503,good_staff,"nice_staff, no_evident_not_nice_staff"
505,good_staff,"friendly_staff, no_evident_not_friendly_staff"
507,good_staff,"willingly_arranged_ride_staff, arranged_ride_staff, no_evident_willingly_arranged_ride_staff, no_evident_arranged_ride_staff"
509,good_staff,"nice_staff, helpful_staff, no_evident_not_nice_staff, no_evident_not_helpful_staff"
512,good_staff,"available_staff, helps_staff, no_evident_not_available_staff, no_evident_not_helps_staff"
515,good_staff,"nice_staff, no_evident_not_nice_staff"
516,good_staff,"friendly_staff, no_evident_not_friendly_staff"
517,good_staff,"friendly_manager, no_evident_not_friendly_manager"
519,good_staff,"polite_staff, helpful_staff, family_atmosphere_staff, no_evident_not_polite_staff, no_evident_not_helpful_staff, no_evident_not_family_atmosphere_staff"
521,good_staff,"nice_hosts, no_evident_not_nice_hosts"
522,good_staff,"friendly_staff, no_evident_not_friendly_staff"
523,good_staff,"amazing_team, helps_with_questions_and_problems, smiling_staff, patient_staff, change_to_family_room, gave_recommendations_for_places, order_taxis, help_with_car_rental, celebrate_birthday, no_evident_not_amazing_team, no_evident_not_helps_with_questions_and_problems, no_evident_not_smiling_staff, no_evident_not_patient_staff, no_evident_not_change_to_family_room, no_evident_not_gave_recommendations_for_places, no_evident_not_order_taxis, no_evident_not_help_with_car_rental, no_evident_not_celebrate_birthday"
524,good_staff,"professional_staff, no_evident_not_professional_staff"
527,good_staff,"friendly_staff, not_friendly_staff"
529,good_staff,"staff_10_10, no_evident_not_staff_10_10"
530,good_staff,"nice_staff, polite_staff, no_evident_not_nice_staff, no_evident_not_polite_staff"
531,good_staff,"courteous_service, welcoming_service, no_evident_not_courteous_service, no_evident_not_welcoming_service"
535,good_staff,"friendly_hosts, helpful_hosts, no_evident_not_friendly_hosts, no_evident_not_helpful_hosts"
536,good_staff,"high_level_service, no_evident_not_high_level_service"
539,good_staff,"lovely_staff, ready_to_help_staff,staff_ready_to_help_at_any_hour, no_evident_not_lovely_staff, no_evident_not_ready_to_help_staff, no_evident_not_staff_ready_to_help_at_any_hour"
540,good_staff,"kind_staff,staff_kept_suitcases_in_custody_for_whole_day, no_evident_not_kind_staff, no_evident_not_staff_kept_suitcases_in_custody_for_whole_day"
541,good_staff,"courteous_staff, helpful_staff, no_evident_not_courteous_staff, no_evident_not_helpful_staff"
542,good_staff,"superior_room_given_free, balcony_given_free, no_evident_not_superior_room_given_free, no_evident_not_balcony_given_free"
544,good_staff,"hospitality_owner, no_evident_not_hospitality_owner"
549,good_staff,"nice_staff, no_evident_not_nice_staff"
550,good_staff,"great_man_tony, helped_with_everything_needed, no_evident_not_great_man_tony, no_evident_not_helped_with_everything_needed"
551,good_staff,"welcoming_staff, smiling_staff, available_staff, take_care_of_you_staff, four_languages_staff, no_evident_welcoming_staff, no_evident_smiling_staff, no_evident_available_staff, no_evident_take_care_of_you_staff, no_evident_four_languages_staff"
553,good_staff,"nice_staff, no_evident_not_nice_staff"
554,good_staff,"friendly_staff, pleasant_welcome, no_evident_not_friend_staff, no_evident_not_pleasant_welcome"
555,good_staff,"beautiful_hospitality, kind_hospitality, hospitable_staff, no_evident_not_beautiful_hospitality, no_evident_not_kind_hospitality, no_evident_not_hospitable_staff"
556,good_staff,"charming_staff, kind_staff, smiles_staff, agrees_to_requests_staff, no_evident_not_charming_staff, no_evident_not_kind_staff, no_evident_not_smiles_staff, no_evident_not_agrees_to_requests_staff"
557,good_staff,"kindness_staff, no_evident_not_kindness_staff"
558,good_staff,"provided_explanation_for_arrival, no_evident_not_provided_explanation_for_arrival"
560,bad_staff,"complaint_not_resolved, have_evident_complaint_not_resolved"
561,good_staff,"kindness_staff, no_evident_not_kindness_staff"
564,good_staff,"kind_staff, helpful_staff, no_evident_not_kind_staff, no_evident_not_helpful_staff"
565,good_staff,"attentive_staff, owners_helped_with_questions, no_evident_attentive_staff, no_evident_owners_helped_with_questions"
566,good_staff,"kindness_staff, french_speaking_staff, no_evident_not_kindness_staff, no_evident_not_french_speaking_staff"
567,good_staff,"excellent_service, helped_with_everything_needed, no_evident_not_excellent_service, no_evident_not_helped_with_everything_needed"
569,good_staff,"charming_staff, kind_staff, upgraded_room_free, contacted_taxi_driver, visited_mall, charged_decent_prices, no_evident_not_charming_staff, no_evident_not_kind_staff, no_evident_not_upgraded_room_free, no_evident_not_contacted_taxi_driver, no_evident_not_visited_mall, no_evident_not_charged_decent_prices"
570,good_staff,"welcoming_staff, kind_staff, friendly_staff, no_evident_not_welcoming_staff, no_evident_not_kind_staff, no_evident_not_friendly_staff"
572,good_staff,"friendly_reception, friendly_restaurant, no_evident_not_friendly_reception, no_evident_not_friendly_restaurant"
575,good_staff,"personal_attention, no_evident_not_personal_attention"
576,good_staff,"pleasant_workers, attentive_workers, no_evident_not_pleasant_workers, no_evident_not_attentive_workers"
578,good_staff,"arranged_taxi_staff, great_service_staff, no_evident_not_arranged_taxi_staff, no_evident_not_great_service_staff"
580,good_staff,"super_establishment, available_staff, pleasant_staff, professional_staff, no_evident_super_establishment, no_evident_available_staff, no_evident_pleasant_staff, no_evident_professional_staff"
581,good_staff,"welcoming_staff, no_evident_not_welcoming_staff"
582,good_staff,"reception_staff, available_staff, no_evident_not_reception_staff, no_evident_not_available_staff"
584,good_staff,"pleasant_welcome, no_evident_not_pleasant_welcome"
585,good_staff,"friendly_staff, courteous_staff, no_evident_not_friendly_staff, no_evident_not_courteous_staff"
586,good_staff,"friendly_staff, welcoming_staff, no_evident_not_friendly_staff, no_evident_not_welcoming_staff"
587,good_staff,"nice_staff, no_evident_not_nice_staff"
589,good_staff,"clear_information, precise_information, sent_photos, owners_speak_french, sympathy_owners, made_effort_to_speak_french, no_evident_not_clear_information, no_evident_not_precise_information, no_evident_not_sent_photos, no_evident_not_owners_speak_french, no_evident_not_sympathy_owners, no_evident_not_made_effort_to_speak_french"
590,good_staff,"helpful_staff, no_evident_not_helpful_staff"
594,good_staff,"welcoming_staff, kindly_settled_early, no_evident_not_welcoming_staff, no_evident_not_kindly_settled_early"
598,good_staff,"nice_staff, no_evident_not_nice_staff"
599,good_staff,"friendly_staff, no_evident_not_friendly_staff"
602,good_staff,"excellent_welcome, no_evident_not_excellent_welcome"
603,good_staff,"friendly_staff, no_evident_not_friendly_staff"
605,good_staff,"nice_hosts, help_hosts_everything, no_evident_not_nice_hosts, no_evident_not_help_hosts_everything"
606,good_staff,"amazing_team, thinks_of_all_details, happy_to_help, takes_care_of_us_for_late_check_in, provides_electrical_adapter, no_evident_not_amazing_team, no_evident_not_thinks_of_all_details, no_evident_not_happy_to_help, no_evident_not_takes_care_of_us_for_late_check_in, no_evident_not_provides_electrical_adapter"
607,good_staff,"friendly_staff, no_evident_not_friendly_staff"
611,good_staff,"kind_staff, available_staff, no_evident_not_kind_staff, no_evident_not_available_staff"
612,good_staff,"kind_managers, caring_managers, french_speaking_managers, help_find_rental_car, gave_good_advice, accompanied_us, advised_us, no_evident_not_kind_managers, no_evident_not_caring_managers, no_evident_not_french_speaking_managers, no_evident_not_help_find_rental_car, no_evident_not_gave_good_advice, no_evident_not_accompanied_us, no_evident_not_advised_us"
613,good_staff,"friendly_staff, no_evident_not_friendly_staff"
614,good_staff,"friendly_staff, fluid_communication, no_evident_not_friendly_staff, no_evident_not_fluid_communication"
615,good_staff,"nice_staff, good_staff,good_restaurant, good_hotel, no_evident_not_nice_staff, no_evident_not_good_staff, no_evident_not_good_restaurant, no_evident_not_good_hotel"
615,bad_staff,"shuttle_not_included_in_bill, have_evident_shuttle_included_in_bill
taxi_late_no_warning, have_evident_taxi_on_time_and_properly_informed
hotel_didnt_warn_about_extra_cost, have_evident_hotel_provided_full_info_about_costs"
616,good_staff,"friendly_staff, helpful_staff, no_evident_not_friendly_staff, no_evident_not_helpful_staff"
617,good_staff,"nice_staff, no_evident_not_nice_staff"
619,good_staff,"excellent_welcome_by_owner, owner_speaks_fluent_french, no_evident_excellent_welcome_by_owner, no_evident_owner_speaks_fluent_french"
620,good_staff,"friendly_staff, helpful_staff, no_evident_not_friendly_staff, no_evident_not_helpful_staff"
621,good_staff,"amazing_owner, nice_owner, answers_everything_owner, no_evident_amazing_owner, no_evident_nice_owner, no_evident_answers_everything_owner"
622,good_staff,"friendly_staff, no_evident_not_friendly_staff"
624,good_staff,"care_for_guests_well_being, take_care_of_guests_well_being, no_evident_not_care_for_guests_well_being, no_evident_not_take_care_of_guests_well_being"
626,good_staff,"important_staff, incredible_staff, soulful_atmosphere, not_important_staff, not_incredible_staff, no_evident_not_soulful_atmosphere, no_evident_not_important_staff, no_evident_not_incredible_staff, no_evident_not_soulful_atmosphere"
627,good_staff,"loved_staff, greeted_us_with_a_smile_staff, nice_staff, responded_to_help_staff, called_us_a_taxi_staff, didn_t_charge_me_again_staff, no_evident_loved_staff, no_evident_greeted_us_with_a_smile_staff, no_evident_nice_staff, no_evident_responded_to_help_staff, no_evident_called_us_a_taxi_staff, no_evident_didn_t_charge_me_again_staff"
628,good_staff,"nice_staff, confirmed_arrival_time, informed_waiting_for_customers, no_evident_not_nice_staff, no_evident_not_confirmed_arrival_time, no_evident_not_informed_waiting_for_customers"
629,good_staff,"pleasant_welcome, helped_order_taxi, no_evident_not_pleasant_welcome, no_evident_not_helped_order_taxi"
630,good_staff,"friendly_staff, helpful_staff, no_evident_not_friendly_staff, no_evident_not_helpful_staff"
633,good_staff,"waited_for_us, friendly_staff, no_evident_not_waited_for_us, no_evident_not_friendly_staff"
634,good_staff,"kindness_staff, no_evident_not_kindness_staff"
635,good_staff,"friendly_staff, no_evident_not_friendly_staff"
636,good_staff,"friendly_staff, no_evident_not_friendly_staff"
637,good_staff,"friendly_reception, not_friendly_reception"
638,good_staff,"staff_service, staff_courtesy, no_evident_not_staff_service, no_evident_not_staff_courtesy"
639,good_staff,"earlier_check_in_staff, earlier_check_out_staff, nice_staff, arranged_transfer_staff, no_evident_not_earlier_check_in_staff, no_evident_not_earlier_check_out_staff, no_evident_not_nice_staff, no_evident_not_arranged_transfer_staff"
640,good_staff,"nice_host, gave_instructions_host, picked_up_host, no_evident_not_nice_host, no_evident_not_gave_instructions_host, no_evident_not_picked_up_host"
641,good_staff,"friendly_staff, no_evident_not_friendly_staff"
642,good_staff,"speak_French, caring_staff, staff_welcome_24_hours_a_day, no_evident_not_speak_French, no_evident_not_caring_staff, no_evident_not_staff_welcome_24_hours_a_day"
643,good_staff,"courteous_staff, no_evident_not_courteous_staff"
644,good_staff,"friendly_welcome, not_friendly_welcome"
646,good_staff,"friendly_owner, allow_to_leave_things, owner_allows_after_check_out, no_evident_not_friendly_owner, no_evident_not_allow_to_leave_things, no_evident_not_owner_allows_after_check_out"
648,good_staff,"nice_staff, no_evident_not_nice_staff"
649,good_staff,"friendly_staff, no_evident_not_friendly_staff"
650,good_staff,"polite_staff, pleasant_staff, no_evident_not_polite_staff, no_evident_not_pleasant_staff"
651,good_staff,"pleasant_staff, no_evident_not_pleasant_staff"
653,good_staff,"nice_staff, no_evident_not_nice_staff"
654,good_staff,"friendly_staff, daily_cleaning, no_evident_always_friendly_staff, no_evident_daily_cleaning"
655,good_staff,"warm_welcome, caring_welcome, no_evident_not_warm_welcome, no_evident_not_caring_welcome"
656,good_staff,"nice_staff, no_evident_not_nice_staff"
657,good_staff,"friendly_staff, no_evident_not_friendly_staff"
658,good_staff,"owner_takes_care_of_guests, owner_makes_guests_feel_at_home, no_evident_owner_takes_care_of_guests, no_evident_owner_makes_guests_feel_at_home"
659,good_staff,"problems_solved_instantly, excellent_staff, polite_staff, smiling_staff, no_evident_problems_solved_instantly, no_evident_excellent_staff, no_evident_polite_staff, no_evident_smiling_staff"
660,good_staff,"available_staff, caring_staff, no_evident_not_available_staff, no_evident_not_caring_staff"
662,good_staff,"helpful_staff, wait_until_2_am, no_evident_not_helpful_staff, no_evident_not_wait_until_2_am"
663,good_staff,"fast_transfer, organized_transfer, no_evident_not_fast_transfer, no_evident_not_organized_transfer"
666,good_staff,"friendly_staff, helpful_staff, owners_are_friendly_and_helpful, no_evident_not_friendly_staff, no_evident_not_helpful_staff, no_evident_not_owners_are_friendly_and_helpful"
667,good_staff,"friendly_staff, solve_immediately, no_evident_not_friendly_staff, no_evident_solve_immediately"
670,good_staff,"exceptional_welcome, french_welcome, no_evident_not_exceptional_welcome, no_evident_not_french_welcome"
673,good_staff,"friendly_staff, no_evident_not_friendly_staff"
674,good_staff,"competent_staff, no_evident_not_competent_staff"
675,good_staff,"friendly_service, no_evident_not_friendly_service"
676,good_staff,"super_staff, responsive_staff, kind_staff, make_you_feel_at_home_staff, no_evident_super_staff, no_evident_not_responsive_staff, no_evident_not_kind_staff, no_evident_not_make_you_feel_at_home_staff"
679,good_staff,"top_notch_staff, no_evident_not_top_notch_staff"
680,good_staff,"nice_hosts, no_evident_not_nice_hosts"
683,good_staff,"friendly_staff, no_evident_not_friendly_staff"
684,good_staff,"restaurant_manager_sympathetic, restaurant_manager_insensitive, no_evident_not_restaurant_manager_sympathetic, no_evident_not_restaurant_manager_insensitive"
685,good_staff,"super_service, no_evident_not_super_service"
686,good_staff,"friendly_reception, not_friendly_reception"
687,good_staff,"excellent_service_staff, ready_to_help_staff, helped_immediately_with_adapters_staff, no_evident_not_excellent_service_staff, no_evident_not_ready_to_help_staff, no_evident_not_helped_immediately_with_adapters_staff"
688,good_staff,"nice_owner, no_evident_not_nice_owner"
689,good_staff,"owner_drove_me_to_airport, owner_rang_out_of_bed, no_evident_not_owner_drove_me_to_airport, no_evident_not_owner_rang_out_of_bed"
691,good_staff,"nice_staff, kind_staff, no_evident_not_nice_staff, no_evident_not_kind_staff"
692,good_staff,"helpful_staff, ask_at_reception, no_evident_not_helpful_staff, no_evident_not_ask_at_reception"
694,good_staff,"friendly_hosts, not_friendly_hosts"
695,good_staff,"family_business, friendly_owners, no_evident_not_family_business, no_evident_not_friend_owners"
697,good_staff,"responsive_staff, no_evident_not_responsive_staff"
698,good_staff,"warm_welcome, efficient_welcome, no_evident_not_warm_welcome, no_evident_not_efficient_welcome"
699,good_staff,"fantastic_staff, no_evident_not_fantastic_staff"
701,good_staff,"friendly_staff, helpful_staff, no_evident_not_friendly_staff, no_evident_not_helpful_staff"
702,good_staff,"nice_staff, no_evident_not_nice_staff"
703,good_staff,"kind_staff, helpful_staff, managers_kind, chef_kind, managers_helpful, chef_helpful, no_evident_not_kind_staff, no_evident_not_helpful_staff, no_evident_not_managers_kind, no_evident_not_chef_kind, no_evident_not_managers_helpful, no_evident_not_chef_helpful"
705,good_staff,"pleasant_staff, no_evident_not_pleasant_staff"
708,good_staff,"warm_hospitality, cordial_hospitality, no_evident_not_warm_hospitality, no_evident_not_cordial_hospitality"
709,good_staff,"courteous_hosts, no_evident_not_courteous_hosts"
711,good_staff,"nice_staff, no_evident_not_nice_staff"
714,good_staff,"quiet_staff, friendly_staff, no_evident_not_quiet_staff, no_evident_not_friendly_staff"
716,good_staff,"pleasant_staff, no_evident_not_pleasant_staff"
717,good_staff,"accommodating_staff, nice_staff, helpful_staff, top_staff, no_evident_not_accommodating_staff, no_evident_not_nice_staff, no_evident_not_helpful_staff, no_evident_not_top_staff"
718,good_staff,"nice_staff, no_evident_not_nice_staff"
721,good_staff,"helpful_staff, nice_staff, no_evident_not_helpful_staff, no_evident_not_nice_staff"
722,good_staff,"polite_staff, helpful_staff, no_evident_not_polite_staff, no_evident_not_helpful_staff"
725,good_staff,"constructive_staff, no_evident_not_constructive_staff"
726,good_staff,"friendly_staff, no_evident_not_friendly_staff"
727,good_staff,"friendly_staff, helpful_staff, explained_to_customers, no_evident_not_friendly_staff, no_evident_not_helpful_staff, no_evident_not_explained_to_customers"
729,good_staff,"nice_managers, helpful_managers, no_evident_not_nice_managers, no_evident_not_helpful_managers"
732,good_staff,"welcoming_staff, friendly_staff, no_evident_not_welcoming_staff, no_evident_not_friendly_staff"
733,good_staff,"friendly_staff, staff_compensate_inconvenience, no_evident_not_friendly_staff, no_evident_not_staff_compensate_inconvenience"
735,good_staff,"staff_preparing_lot, pool_prepared, play_room_prepared, roof_garden_prepared, no_evident_staff_preparing_lot, no_evident_pool_prepared, no_evident_play_room_prepared, no_evident_roof_garden_prepared"
736,good_staff,"friendly_staff, not_friendly_staff"
739,good_staff,"staff_communicates_well_in_french, no_evident_not_staff_communicates_well_in_french"
746,good_staff,"kind_staff, willing_to_help_staff, speaks_cypriot_staff, no_evident_not_kind_staff, no_evident_not_willing_to_help_staff, no_evident_not_speaks_cypriot_staff"
746,bad_staff,"staff_refuse_breakfast, have_evident_staff_provide_breakfast
staff_not_speak_Cypriot_language, have_evident_staff_speak_Cypriot_language"
750,bad_staff,"staff_no_night, have_evident_staff_have_night_shifts"
758,bad_staff,"staff_not_understand_English_well, have_evident_staff_understand_English_well, staff_could_not_give_information_bus_airport, have_evident_staff_could_give_information_bus_airport"
763,good_staff,"warm_welcome_in_french, no_evident_not_warm_welcome_in_french"
764,bad_staff,"employees_no_mask, have_evident_employees_mask"
765,good_staff,"excellent_attention, no_evident_not_excellent_attention"
770,good_staff,"pleasant_staff, helpful_staff, no_evident_not_pleasant_staff, no_evident_not_helpful_staff"
771,good_staff,"nice_staff, no_evident_not_nice_staff"
774,good_staff,"kind_staff, no_evident_not_kind_staff"
775,good_staff,"perfect_welcome, late_arrival_welcome, no_evident_not_perfect_welcome, no_evident_not_late_arrival_welcome"
777,good_staff,"responsive_staff, smiling_staff, no_evident_not_responsive_staff, no_evident_not_smiling_staff"
779,good_staff,"exceptional_welcome_in_french, no_evident_not_exceptional_welcome_in_french"
783,good_staff,"great_staff, great_willingness, no_evident_not_great_staff, no_evident_not_great_willingness"
784,good_staff,"friendly_service, warm_service, no_evident_not_friendly_service, no_evident_not_warm_service"
785,good_staff,"kind_staff, helpful_staff, no_evident_not_kind_staff, no_evident_not_helpful_staff"
